"","uid","memory","expectation","target","Test_T1_suspectIdentified","confidence_rating","justification_justification","demographics_age","demographics_gender","demographics_country","CID","Miss","TPFoilID","CR","TAFoilID"
"508",5111462280298496,"S","H","A","Silhouette",80,"I did not see the person that was in the video. Looked younger and different ",51,"male","USA",0,0,0,1,0
"509",5112118890201088,"W","L","A","F50",70,"I estimated based off of the structure of their nose and shape of their lips.",26,"male","USA",0,0,0,0,1
"510",5113134163427328,"S","L","A","F147",55,"Hair color and the amount of pudgenus to the face along with the skin tone",45,"female","USA",0,0,0,0,1
"511",5113711568093184,"S","H","A","F147",60,"i tried to remember her face",46,"female","USA",0,0,0,0,1
"512",5113877461204992,"W","L","P","Silhouette",40,"I don't see anyone that looks like her.",24,"male","USA",0,1,0,0,0
"513",5114745648578560,"S","H","P","F147",35,"Her face seemed the most familiar to me.  I tried to ignore the hair since I was told it may be different.  ",40,"female","USA",0,0,1,0,0
"514",5115124478115840,"S","L","P","F88",20,"There was a 70 percent probability that she was present. So I decided to go with the probability and choose the person I thought most resembled her. But I am quite unsure that I was correct (same person) and would hesitate to do this in real life.",48,"female","USA",0,0,1,0,0
"515",5115410898747392,"W","L","P","F147",70,"She seemed to have the same facial structure and hair as the woman in the original video. The shape of her nose and the way her eyes were set in her head looked the same.",31,"male","USA",0,0,1,0,0
"516",5116828707717120,"W","H","A","Silhouette",20,"I couldn't identify which one of the people in the lineup was in the original video, so I said she wasn't present.",23,"male","USA",0,0,0,1,0
"517",5118681063358464,"W","H","P","F68",70,"Something about the shape of her face looks like the one in the original photo.",41,"female","USA",1,0,0,0,0
"518",5118745806635008,"W","H","P","F147",50,"she looked the most similar to what i've saw.  wasn't good looking at all.",35,"male","USA",0,0,1,0,0
"519",5119296300646400,"W","L","P","F50",65,"The person in the lineup looked close to what I remember about the original video.",36,"female","USA",0,0,1,0,0
"520",5121523710951424,"S","L","A","F147",60,"Tried to recall the attractiveness of the females face then picked one that was most similar",30,"male","USA",0,0,0,0,1
"521",5122338546778112,"S","L","P","F68",50,"I felt like the photo I picked had a few similar characteristics to the woman I saw in the video. She had a high forehead, long hair and lines around her mouth and chin. ",36,"female","USA",1,0,0,0,0
"522",5123486913658880,"W","L","A","Silhouette",95,"None of the faces presented looked familiar, and there was a 70% chance of the person from the original video not being in the line up.",28,"female","USA",0,0,0,1,0
"523",5123968973406208,"S","L","P","Silhouette",70,"I thought back to what their face looked like and none of the photos I saw seemed to match it. I also used the stats presented earlier about how often the person would appear in the lineup. ",28,"male","USA",0,1,0,0,0
"524",5124200633204736,"W","L","P","F71",65,"I was trying to remember what her face looked like since hair could change. I focused on her forehead and her cheeks so this woman matched. ",23,"female","USA",0,0,1,0,0
"525",5126449098915840,"W","H","P","Silhouette",50,"I believe the person from the original video was younger looking and had a slim face/body appearance.",35,"female","USA",0,1,0,0,0
"526",5127217361190912,"W","H","P","F34",75,"I recognize the face",34,"female","USA",0,0,1,0,0
"527",5127439709634560,"W","H","P","F50",40,"I made my decision base on my memory of the girl as she looked briefly into the camera",29,"female","USA",0,0,1,0,0
"528",5127899271135232,"S","L","P","F68",60,"WIDTH OF FACE, LENGTH OF FACE, HAIRSTYLE",63,"male","USA",1,0,0,0,0
"529",5130127419637760,"S","L","P","F68",80,"It looks like her... although, there was another girl that had similar features in the lineup, so I wasn't sure which to choose.",35,"female","USA",1,0,0,0,0
"530",5130633001041920,"W","L","A","Silhouette",50,"They all looked pretty similar to her.  The first one looked pretty similar to her but I wasn't sure and dont want to quess wrong.",26,"female","USA",0,0,0,1,0
"531",5130940644851712,"S","L","P","F147",65,"I first tried to remember what her face looked like. I remember it to be round and not large. I also remembered that she had brown hair. I picked the one that I thought the women looked like.",31,"male","USA",0,0,1,0,0
"532",5131819150213120,"W","H","P","F68",40,"I remember her being Caucasian and having somewhat of a ""strong"" jaw line. She also had darker hair.",21,"male","USA",1,0,0,0,0
"533",5133132403572736,"S","H","A","F147",25,"I tried to remember what their face looked like from the original video. ",21,"male","USA",0,0,0,0,1
"534",5133857112195072,"W","L","P","F68",65,"I just tried to remember what she looked like, and decide whether anyone in the lineup looked right or not. I wasn't 100% sure, but I assumed some level of uncertainty was unavoidable and therefore okay.",32,"male","USA",1,0,0,0,0
"535",5135087838429184,"S","L","A","Silhouette",30,"I think the girl in the video was thicker through the face. Her hair seemed thinner as well",45,"female","USA",0,0,0,1,0
"536",5135725238419456,"S","L","P","F68",30,"She resembled the person at least I think she did ",36,"female","USA",1,0,0,0,0
"537",5135893195128832,"S","L","P","F134",40,"I do recall what the girl looked like but I am not very sure the picture I picked is the of the same woman in the office.  ",35,"female","USA",0,0,1,0,0
"538",5137022318542848,"W","H","P","F147",60,"the facial features were similar, but I can't be completely sure that is the same person",36,"female","USA",0,0,1,0,0
"539",5137341135978496,"S","L","P","F68",40,"I mostly remembered the person's hair style, so the person I chose looked familiar because of that.",35,"female","USA",1,0,0,0,0
"540",5137874047467520,"S","L","A","F147",80,"I had looked closely at the girl when the video was playing.",29,"male","USA",0,0,0,0,1
"541",5138495676874752,"S","L","P","F68",80,"I was comparing the hairstyle of being parted on the side, longish and swept back.  I also felt that the face was somewhat attractive and had good bone structure in the cheeks and chin.  There were two possibilities in the lineup, but the other seemed too attractive compare to the woman in the video.",58,"male","USA",1,0,0,0,0
"542",5138525020225536,"S","H","P","F68",100,"Same hair and facial features/expression",48,"female","USA",1,0,0,0,0
"543",5138584612896768,"S","H","P","Silhouette",90,"I remember the face of the woman I saw in the original photo, and also her hair color.  She was not in this particular lineup.",68,"male","USA",0,1,0,0,0
"544",5139193474842624,"W","L","P","F68",70,"hair color and bone structure",33,"male","USA",1,0,0,0,0
"545",5139857852596224,"W","H","P","Silhouette",50,"i looked at all the faces in the lineup and did not see the face of the person from the original video. ",39,"male","USA",0,1,0,0,0
"546",5140338352062464,"W","L","A","F147",78,"Her face was similar",39,"female","USA",0,0,0,0,1
"547",5140747716132864,"W","L","A","Silhouette",85,"While everyone in the line up was wearing a black t-shirt and had the same hair color as the original subject in the video, I did not recognize any of the women in the line-up.",35,"female","USA",0,0,0,1,0
"548",5141115741143040,"W","L","P","F68",65,"wavey hair and shape of face",57,"female","USA",1,0,0,0,0
"549",5141755372503040,"S","H","A","Silhouette",20,"I made this decision because I believe the person in question had curlier hair than the others, and this would be more distinct in the lineup. ",23,"female","USA",0,0,0,1,0
"550",5142176279298048,"W","L","P","F34",40,"I studied each face and didn't find familiarity in any of them except the one I chose.",34,"female","USA",0,0,1,0,0
"551",5143224570085376,"S","H","A","F177",60,"i tried to remember skin tones and just the structure of the face because they all sort of looked liked the original person",32,"male","USA",0,0,0,0,1
"552",5143532952092672,"W","L","P","F68",80,"I looked at the faces and tried to compare them to what I remembered from the first video. ",43,"female","USA",1,0,0,0,0
"553",5143978068410368,"S","H","P","F147",80,"She looked like the person that I recall; the hair the lines of the face",49,"female","USA",0,0,1,0,0
"554",5144153826525184,"W","L","A","Silhouette",50,"I remember a glimpse of her face and did not see it in any of the women shown.",39,"male","USA",0,0,0,1,0
"555",5145708067815424,"S","H","P","F68",100,"I recognized her face",37,"male","USA",1,0,0,0,0
"556",5146031415099392,"W","L","P","F147",0,"I tried to choose based on the hair, because I honestly couldn't remember quite what her face looked like! ",30,"female","USA",0,0,1,0,0
"557",5146646652387328,"S","H","A","F147",75,"The person looks like the person in the first video. So, I chose that person.",42,"male","USA",0,0,0,0,1
"558",5146797664108544,"S","L","P","F68",75,"I thought that the person I selected in the lineup was the one who looked up at the camera while walking by in the original video.",33,"female","USA",1,0,0,0,0
"559",5147261839343616,"S","H","P","Silhouette",100,"Because the person from the original video is a male not female",40,"male","USA",0,1,0,0,0
"560",5148533686534144,"S","L","P","F147",50,"I think this is the girl.  She looks very similar to the girl in the video.  long brown hair,",49,"male","USA",0,0,1,0,0
"561",5148968820408320,"W","H","A","Silhouette",80,"I remember the girl in the video having a longer, more oval face than any of the ones in the lineup. All their faces seem rounder or more squared to me than the first one.",42,"other","USA",0,0,0,1,0
"562",5150208857997312,"S","H","A","F147",85,"I just remember her nose and ears disntintctively and it looked most similar. ",29,"male","USA",0,0,0,0,1
"563",5150595270836224,"W","H","A","F147",60,"I went with my gut, mostly. I believe I recognize the hair most of all. ",34,"male","USA",0,0,0,0,1
"564",5151838747754496,"S","L","A","Silhouette",80,"There were two people that looked quite similar to the person in the ORIGINAL video; however, their facial features just didn't seem right. Nobody else in the lineup looked even close to the person in the ORIGINAL video.",27,"other","USA",0,0,0,1,0
"565",5152232458682368,"W","L","A","F50",75,"the shape of her face and her eyes look like the person i remember from the original video",59,"male","USA",0,0,0,0,1
"566",5152357214060544,"W","L","P","F147",80,"I identified the person based on their facial features.",48,"female","USA",0,0,1,0,0
"567",5153060179410944,"S","L","P","F68",80,"I believe the girl had the same curly hair as in the video. I also noticed she has the same or very close to the same face shape as the girl i saw in the video.",30,"male","USA",1,0,0,0,0
"568",5153479022608384,"W","H","P","F68",90,"The other faces did not strike me as familiar. The person I chose looked like the girl I saw. The facial features and the facial expression seemed to be the same.",43,"female","USA",1,0,0,0,0
"569",5154119643824128,"W","H","P","F68",65,"I used my memory of the video and picked who seemed like the same person. ",39,"male","USA",1,0,0,0,0
"570",5154567712931840,"W","H","P","F147",30,"I tried to remember the face of the girl. The picture I choose is what I remembered her face to look like.",41,"female","USA",0,0,1,0,0
"571",5154790061375488,"W","H","A","F71",80,"That person face from the original video the same face of the elected person",33,"male","USA",0,0,0,0,1
"572",5155039689572352,"S","H","P","F147",95,"it looked just like her.",38,"male","USA",0,0,1,0,0
"573",5156273351819264,"S","H","P","F50",75,"I know she had long bown hair. Her hair wasn't straight but it wasn't curly either. I also felt like their faces were similar. I also knew there was only a 20% chance she wasnt shown. ",27,"female","USA",0,0,1,0,0
"574",5157323420991488,"W","H","A","F147",95,"While her hair was the same I focused on her facial features in my decision.",65,"male","USA",0,0,0,0,1
"575",5157710236483584,"S","H","A","Silhouette",75,"There was only one girl from the photos that looked similar to the actor in the original video, but the girl in the original video looked like she had slightly different facial features.",31,"female","USA",0,0,0,1,0
"576",5157888125304832,"S","H","A","F50",80,"she had same hair and face,closest in qpperance",58,"male","USA",0,0,0,0,1
"577",5159598998683648,"W","L","P","F71",50,"i tried to remember what the girl looked like",49,"female","USA",0,0,1,0,0
"578",5160230576979968,"S","H","P","F147",50,"I used my memory of the video to choose a person. ",39,"male","USA",0,0,1,0,0
"579",5160418934784000,"W","L","A","F147",80,"based on my view i just made the decision.",28,"male","USA",0,0,0,0,1
"580",5160438480240640,"W","L","P","Silhouette",60,"None of the faces in the lineup look quite right for hers, as I recall her face as being longer and narrower than theirs. Also the woman in the original video had rather wavy hair, and none of the faces in the lineup seemed to look the same way.",39,"male","USA",0,1,0,0,0
"581",5161233770610688,"W","H","P","F68",85,"I had a pretty vivid image of the original person in my head from when I watched the first video, and the person I selected looked just like the image I had in my head.",29,"male","USA",1,0,0,0,0
"582",5162858744643584,"S","L","P","Silhouette",80,"diffrenet lips and nose than original clip",42,"female","USA",0,1,0,0,0
"583",5163449705299968,"S","H","A","F50",40,"I tried to remember as best as I could how she looked.  ",29,"female","USA",0,0,0,0,1
"584",5163668614414336,"W","H","P","F68",100,"I think I remembered her face, she looked little bit angry and I remembered that her eyebrows were closer to her eyes and her mouth goes down",29,"male","USA",1,0,0,0,0
"585",5164412314845184,"S","L","P","F68",85,"Similarities in the shape of the face along with the hair color.",35,"male","USA",1,0,0,0,0
"586",5164798593466368,"W","H","A","F176",20,"I actually have a lot of difficulty recognizing faces (prosopagnosia) - but I'm mostly going by hair style and relative age. The woman in the original video appeared more middle aged than young.",28,"male","USA",0,0,0,0,1
"587",5164908853329920,"W","H","A","F34",30,"Based on what I remembered regarding hair and race",25,"male","USA",0,0,0,0,1
"588",5165739795283968,"S","H","P","F50",80,"When I saw her..she looked familiar. I felt like she was the person I saw. ",56,"female","USA",0,0,1,0,0
"589",5166042473037824,"W","L","P","F68",30,"she kind of looked like the person in the video, its hard to remember her face though",34,"male","USA",1,0,0,0,0
"590",5166896013901824,"S","L","P","F68",70,"The hair and facial features looked to me as the girl I saw in the video",62,"female","USA",1,0,0,0,0
"591",5167598375272448,"S","L","P","F68",50,"I based the decision on my memory of what the woman looked like. I'm not sure if I got it correct.",28,"male","USA",1,0,0,0,0
"592",5168613463949312,"S","H","A","Silhouette",60,"She walked by the camera rather quickly, but I know that she had dark hair and light skin, but none of them looked as I remembered her",33,"female","USA",0,0,0,1,0
"593",5170305345519616,"S","L","P","F68",60,"The individual had similar hair as well as facial structures from what I recall. ",35,"female","USA",1,0,0,0,0
"594",5170662096240640,"S","H","A","F147",75,"I believe that is the same person that I saw getting up based on the facial structure and hair.",41,"male","USA",0,0,0,0,1
"595",5171745166196736,"W","H","A","F134",30,"I recall that the woman has a long face with a medium to long hair. And, the one I indicated seems to have a similar appearance. ",46,"male","USA",0,0,0,0,1
"596",5171856365584384,"W","H","P","F147",80,"She just looked like (or very close to) to the woman I saw in the video.  None of the other women in the lineup looked that similar to her.",49,"male","USA",0,0,1,0,0
"597",5173186798813184,"W","L","P","F147",45,"Just going off what I remember her face looking like for the few seconds that I saw it.",39,"male","USA",0,0,1,0,0
"598",5173929291284480,"W","L","P","F147",85,"The person looked similar and I believe that it was the person I picked. I mainly focused on the eye area because peoples eyes are usually different from each other.",38,"male","USA",0,0,1,0,0
"599",5174487301488640,"W","L","A","F147",65,"I simply felt that she looked familiar and that she is possibly the girl from the original video.  I am not certain, however.",39,"male","USA",0,0,0,0,1
"600",5175212093997056,"W","H","P","F147",85,"First I looked at hair color. I also tried to pay attention to the shape of the features specifically eyes and eyebrows when watching video.",35,"female","USA",0,0,1,0,0
"601",5175545205620736,"S","L","P","Silhouette",70,"I kept an image of the face in my mind's eye and looked for it on the screen. The facial features such as eyebrows and nose did not match what I recalled.",28,"female","USA",0,1,0,0,0
"602",5175969081982976,"W","H","P","F68",10,"Her shape of face and her hair.",73,"female","USA",1,0,0,0,0
"603",5176442518241280,"W","L","P","F176",78,"She looks very similar to the one I saw ont he video",38,"male","USA",0,0,1,0,0
"604",5176533920514048,"W","H","P","F147",70,"I closed my eyes and tried to remember the first video.  It was hard, but I think that I got it right.  I also used process of elimination for several of the people in the lineup.",23,"male","USA",0,0,1,0,0
"605",5176861898309632,"W","L","P","F50",70,"The woman in the original video appeared to have similar features. The others didn't look familiar at all. ",27,"female","USA",0,0,1,0,0
"606",5177379693527040,"W","H","P","F147",85,"I just think that was her.  It looked the most like her than the other photos",29,"female","USA",0,0,1,0,0
"607",5178104402149376,"W","L","P","Silhouette",77,"I looked at each of the faces and the women who was in the first video did not look like any of the faces present. ",34,"female","USA",0,1,0,0,0
"608",5178225265213440,"W","L","P","F68",80,"Similar facial characteristics",63,"male","USA",1,0,0,0,0
"609",5178935696424960,"S","H","P","F68",80,"I picked the first person I thought I saw in the first video. ",28,"female","USA",1,0,0,0,0
"610",5180040710979584,"S","H","P","F147",85,"Identified shape of face, hair length and color, and expression; person in original lineup looked directly up at camera before exiting scene.",35,"male","USA",0,0,1,0,0
"611",5180090505756672,"W","H","A","F147",50,"She looks like the person I think I saw in the first video. I used what I remembered from the first video.",41,"male","USA",0,0,0,0,1
"612",5180856754765824,"S","L","P","Silhouette",80,"I didn't feel that any of the women pictured looked quite like the woman in the original video. If I did choose any, I would have very low confidence that I had chosen the right one. ",26,"female","USA",0,1,0,0,0
"613",5181576212119552,"S","L","P","F147",85,"I tried to remember her facial features when she looked into the camera.",22,"male","USA",0,0,1,0,0
"614",5181831024476160,"W","H","A","F34",50,"The shape of the face and features seemed similar",35,"male","USA",0,0,0,0,1
"615",5182262870016000,"S","L","A","Silhouette",75,"The hair and faces of the women pictured did not resemble the person I saw in the original video. ",29,"female","USA",0,0,0,1,0
"616",5182301189177344,"S","L","A","F147",40,"I went with the one that looked most similar to the one I remembered. If one did not look similar, since there was a seven out of ten chance she was not in the lineup, I would have selected not present.",39,"male","USA",0,0,0,0,1
"617",5183116226330624,"S","L","P","F68",75,"I believe the face looks a lot like the face of the girl in the video.",30,"male","USA",1,0,0,0,0
"618",5184246205382656,"W","H","A","F147",80,"The woman in the original video had a rather harsh face. I'm not saying it was entirely memorable--one of the other pictures in the line-up had a similar quality, to the point where I would guess they were sisters or a digital manipulation-- but that's how I chose.",40,"male","USA",0,0,0,0,1
"619",5185132797362176,"S","H","P","F68",60,"I recall the person somewhat, primarily gender, skin color, and hair type. They looked most similar to the first person in the photo lineup I saw although there was one other individual who it may have been.",45,"male","USA",1,0,0,0,0
"620",5186454422552576,"S","L","P","F68",60,"I searched my memory.",57,"female","USA",1,0,0,0,0
"621",5187132423405568,"W","H","P","Silhouette",50,"I don't really recall her. I didn't get a good look at her face. ",36,"female","USA",0,1,0,0,0
"622",5187223490134016,"W","H","P","F134",80,"It looked like the same face.",26,"female","USA",0,0,1,0,0
"623",5188061075865600,"W","H","A","F147",65,"I remember that the woman had a rounder face, so I was able to eliminate a couple of choices. I also looked at the hairstyle to eliminate some women in the lineup.",49,"male","USA",0,0,0,0,1
"624",5188856802443264,"S","L","P","F68",70,"I can recall her hair color and what it looked like pretty well. I remember a narrow face also. I felt her expression on her face looked very similar to the one in the video. It was mostly a gut feeling. Like as soon as i saw that image i felt it was her.",34,"male","USA",1,0,0,0,0
"625",5190266088587264,"W","H","A","F177",95,"I remember her hair line and it matched that of the girl I chose in the line up",29,"female","USA",0,0,0,0,1
"626",5192746214096896,"W","L","P","F68",40,"i think she had the same facial structure and the hairstyle was kind of the same",38,"male","USA",1,0,0,0,0
"627",5193891443638272,"W","L","P","F68",90,"I think this person definitely looks like the person I saw in the first video",64,"male","USA",1,0,0,0,0
"628",5193986453012480,"S","H","P","F147",85,"Her face looked very familiar. ",23,"male","USA",0,0,1,0,0
"629",5195616124665856,"W","H","A","Silhouette",40,"Don't think that person was in the lineup based on the hair and face I saw.",41,"male","USA",0,0,0,1,0
"630",5196000272580608,"S","L","P","F68",90,"face and hair style dress color and am watch the video carefully so only identify the easily ",28,"female","USA",1,0,0,0,0
"631",5196431161819136,"W","H","P","F68",67,"I tried to remember the girl from the video when she looked up at the camera. I tried to pick out the girl with the facial features that were inline with what I remembered.",41,"male","USA",1,0,0,0,0
"632",5196817843093504,"S","H","A","F147",50,"The shape of her face was similar to that of the person in the video.",35,"male","USA",0,0,0,0,1
"633",5198965662285824,"S","L","P","F68",90,"I first looked at the faces to see if any of them looked familiar then I confirmed my belief with the hair",29,"male","USA",1,0,0,0,0
"634",5200205766983680,"W","L","P","F68",99,"I watched the video carefully and noted certain features, hair color, and face shape",42,"female","USA",1,0,0,0,0
"635",5200940021841920,"S","L","P","F68",90,"I looked at the shape of the nose because it was distinct.",33,"female","USA",1,0,0,0,0
"636",5201745730863104,"W","L","A","F34",30,"The roundness of her face in the original video was similar to the face being shown in the lineup",30,"male","USA",0,0,0,0,1
"637",5202666917462016,"W","L","A","Silhouette",99,"None of them looked like her - especially her face.",61,"female","USA",0,0,0,1,0
"638",5203041586249728,"S","H","P","F68",100,"I recognized the face and similarities of the person from the original video.",34,"male","USA",1,0,0,0,0
"639",5203370973331456,"W","H","A","F34",75,"I looked at her face and the broadness of it. I also looked at her hair.",46,"female","USA",0,0,0,0,1
"640",5204152120508416,"S","H","P","Silhouette",75,"I narrowed down the choices to two participants. I then made the decision that neither was the woman in the original video.",47,"male","USA",0,1,0,0,0
"641",5205074112413696,"W","H","A","F177",85,"I remembered that her face was a little chubby. There was no hair covering the side of her face that glanced at the camera. ",26,"male","USA",0,0,0,0,1
"642",5205134728495104,"S","H","P","F68",85,"I remembered her face shape somewhat clearly and could definitely tell that the others in the lineup were not her. So, I either chose correctly, or the person was not in the lineup and I was wrong.",31,"female","USA",1,0,0,0,0
"643",5206625350582272,"W","L","A","Silhouette",60,"Well, no one stood out to me as particularly similar to the young woman I saw in the first video. That, coupled with the face that 70% of lineups wouldn't have the person from the original video, I figured she probably wasn't in the lineup.",27,"female","USA",0,0,0,1,0
"644",5208242791645184,"W","H","A","F147",60,"I think her face shape and demeanor looks similar. ",25,"male","USA",0,0,0,0,1
"645",5210062532378624,"S","L","P","F68",90,"Her facial expression was distinctive so I focused on that, plus her hair color.",46,"female","USA",1,0,0,0,0
"646",5210707096240128,"W","H","A","F177",0,"I honestly wasn't sure. It kind of scared me cause I paid a lot of attention. I had to guess. ",30,"male","USA",0,0,0,0,1
"647",5213937448517632,"W","H","A","F71",30,"I tried to remember what the person's face looked like, and I think this was the person. ",24,"female","USA",0,0,0,0,1
"648",5216654367653888,"W","L","P","Silhouette",90,"I did not see the features in the woman's face that I remember seeing in the original video. I vaguely remember her face structure and eyes and didn't see a match in the lineup",31,"female","USA",0,1,0,0,0
"649",5218902430711808,"W","H","P","F68",50,"The person looked similar to the one in the photo. I wasn't completely sure, but she was the one that most resembled the person from what I remember. ",35,"female","USA",1,0,0,0,0
"650",5220456672002048,"W","L","P","Silhouette",70,"I tried hard to remember her face. It was difficult, being that the people presented in the lineup were similar looking, but I think I made the right choice.",24,"female","USA",0,1,0,0,0
"651",5220577602174976,"W","L","P","Silhouette",50,"Many of the women in the lineup had longer brown hair just like the woman in the original video. I tried to picture her face in my mind and compared it to the pictures in the lineup. I did not see a person in the lineup whose facial features were those of the person I recalled in the original video.",36,"female","USA",0,1,0,0,0
"652",5220877260029952,"S","H","A","F147",5,"I don't know if the person was in the original video... but because that picture stood out for some reason, I felt that maybe it could be the person. I cannot explain why I chose that picture, other than gut feeling to select it.",42,"female","USA",0,0,0,0,1
"653",5221206546448384,"S","L","P","Silhouette",80,"None of the people in the line up felt familiar. ",34,"male","USA",0,1,0,0,0
"654",5222819440885760,"W","L","A","F147",40,"I first eliminated those who were not the person in original video.",58,"male","USA",0,0,0,0,1
"655",5223048416329728,"W","L","P","F147",40,"The eyes were very similar, because the person looked at the camera as they were walking by. ",43,"female","USA",0,0,1,0,0
"656",5224488388001792,"W","H","P","F147",85,"She (and the girl next to her) looked lke the one I saw in the video, based on me memory, knowing she had a rounder/""stronger"" jawline.",21,"male","USA",0,0,1,0,0
"657",5227692165169152,"W","H","P","F68",95,"I specifically remember her facial features. In particular, her eye spacing and nose were memorable. ",38,"male","USA",1,0,0,0,0
"658",5227988652130304,"W","L","A","F147",50,"I tried to use my big brain to remember what the girl looked like.",35,"male","USA",0,0,0,0,1
"659",5229156212146176,"S","H","P","F177",80,"I made my decision based on my memory only. Just the face of the woman from the original video was the information I used.",33,"female","USA",0,0,1,0,0
"660",5229328681926656,"W","H","P","F147",80,"I thought it looked just like the girl in the original video",24,"female","USA",0,0,1,0,0
"661",5230807224418304,"W","L","P","F68",100,"I have a really good memory for faces I believe. ",33,"male","USA",1,0,0,0,0
"662",5232674058797056,"W","L","P","F68",35,"I tried remembering specific facial features. From what I vaguely remember, the original woman on that video had a very distinct jawline compared to the rest.",31,"male","USA",1,0,0,0,0
"663",5233818449477632,"S","L","P","F68",60,"I relied on my memory, and while they all looked similar, her facial features were familiar to me.",48,"female","USA",1,0,0,0,0
"664",5235167337644032,"W","H","P","F134",75,"The person's face looks similar to the person from the first video. ",35,"male","USA",0,0,1,0,0
"665",5237909355495424,"S","L","P","Silhouette",60,"None of the women looked like her.  I didn't see anyone with her face shape or hair.",39,"female","USA",0,1,0,0,0
"666",5239813082972160,"W","L","A","F34",0,"Picked a random person our of line up. ",28,"female","USA",0,0,0,0,1
"667",5240946702680064,"S","H","A","F176",35,"I think it looks like her",33,"female","USA",0,0,0,0,1
"668",5243391478595584,"S","L","P","F134",40,"I used my memory to remember the way the girl looked and picked from your lineup list.",35,"male","USA",0,0,1,0,0
"669",5243855653830656,"W","H","A","F147",60,"She has eyebrows that are similar to the person in the original video and her facial structure seems the same.  I also looked at her eyes.",31,"female","USA",0,0,0,0,1
"670",5244673710882816,"W","H","P","F134",60,"Her eyes and nose led me to believe it was her.",58,"female","USA",0,0,1,0,0
"671",5245913949798400,"S","H","P","F147",80,"The facial features look similar to the woman in the video. Also the hair was similar.",30,"male","USA",0,0,1,0,0
"672",5247266394734592,"S","L","P","F68",90,"I noticed the video very well on the girl's face because I knew they would ask me to recognize her later",37,"male","USA",1,0,0,0,0
"673",5248008887205888,"W","H","P","F68",50,"Because of her facial features as I last remember, they look quite similar.",20,"female","USA",1,0,0,0,0
"674",5248777686351872,"S","L","P","Silhouette",90,"I looked for features I noticed in the first woman. Face shape, nose shape, etc.",23,"male","USA",0,1,0,0,0
"675",5249497848348672,"W","L","A","F176",20,"I tried to remember her hair and nose. It was hard to recall so I'm not sure u picked the right girl.",34,"female","USA",0,0,0,0,1
"676",5250409455157248,"S","L","P","Silhouette",50,"The person from the first video didn't seem to be present",20,"female","USA",0,1,0,0,0
"677",5254614949560320,"S","L","P","F147",50,"facial features look alike",44,"female","USA",0,0,1,0,0
"678",5255861966471168,"S","L","P","F68",30,"I remember her hair having slight curls and waviness and the person in the picture had that. I remember her cheeks being a little bit more round in the video but I think that's her.",26,"female","USA",1,0,0,0,0
"679",5256148387102720,"W","L","P","F68",100,"I just looked at the pictures and immediately saw her",37,"male","USA",1,0,0,0,0
"680",5259483294990336,"S","H","P","F147",70,"She looks just like the woman I saw the first time, I believe. Similar forehead and eyebrows.",28,"male","USA",0,0,1,0,0
"681",5259647376162816,"S","L","A","F134",50,"I immediately thought one woman in particular looked like the original person I saw, but I wasn't certain. After some more thought, I decided it was most likely that woman.",26,"male","USA",0,0,0,0,1
"682",5260033789001728,"S","H","P","Silhouette",55,"None of the faces look like the girl I seen",28,"female","USA",0,1,0,0,0
"683",5262261199306752,"S","H","A","Silhouette",50,"I didn't think I recognized the girl from the original video in any of the photos but not positive.",32,"male","USA",0,0,0,1,0
"684",5263482798735360,"S","L","A","F134",45,"I tried to recall what the features of the girl were in the video and choose the face that seemed to match my memory the best.",36,"female","USA",0,0,0,0,1
"685",5264706461761536,"W","L","P","F68",99,"I am sure I recognize her facial features and I'm pretty sure that I remember her face.",30,"male","USA",1,0,0,0,0
"686",5264938121560064,"S","H","P","Silhouette",80,"I first eliminated those that I was sure were not the person, based on the shape of face and features like eyes and noses that were not correct. This left three possibilities. All were similar and all could have been the person, but none had the eyes that I remembered, so I decided to choose not present rather than choose the wrong person since I wasn't sure.",60,"female","USA",0,1,0,0,0
"687",5266327459594240,"S","H","P","F68",50,"her eyes looked the same",31,"female","USA",1,0,0,0,0
"688",5267186587271168,"S","H","P","F68",85,"I believe that's the woman that appeared in the video",33,"male","USA",1,0,0,0,0
"689",5268636759490560,"S","H","P","F147",70,"I tried to recall her facial structure. I used the information from the original video",30,"female","USA",0,0,1,0,0
"690",5270864907993088,"S","L","A","Silhouette",60,"None of the girls in the lineup looked familiar. Some of them the hair looked very similar , face didn't look familiar at all.",57,"female","USA",0,0,0,1,0
"691",5271370489397248,"S","H","P","Silhouette",75,"I did not recognize any of the women.",31,"female","USA",0,1,0,0,0
"692",5271678133207040,"S","H","A","F147",85,"I can still remember the shape of her face",24,"male","USA",0,0,0,0,1
"693",5273232374497280,"S","H","A","Silhouette",40,"I looked at the facial features of everyone in the lineup.",33,"female","USA",0,0,0,1,0
"694",5274594600550400,"W","H","P","F68",70,"I chose by face and head shaped and type",34,"male","USA",1,0,0,0,0
"695",5275825326784512,"W","L","P","F134",70,"Her hair looks similar",23,"male","USA",0,0,1,0,0
"696",5277055751028736,"S","H","A","F50",60,"When I first looked she stood out to me. None of the other girls looked at all familiar so I thought it must be her. ",50,"female","USA",0,0,0,0,1
"697",5277759806898176,"W","H","P","F68",75,"Although the other faces were similar, there was an expression on this photo that just seemed very similar to the one I saw in the original video",62,"female","USA",1,0,0,0,0
